InventoryId,Store,Brand,Description,Size,VendorNumber,VendorName,PONumber,PODate,ReceivingDate,InvoiceDate,PayDate,PurchasePrice,Quantity,Dollars,Classification
74_PAENTMARWY_6717,74,6717,Dream Catcher Irish Liqueur,750mL,4380,CHARLES JACQUIN ET CIE INC ,10698,2024-06-16,2024-06-22,2024-06-27,2024-08-12,16.53,6,99.18,1
55_DRY GULCH_5364,55,5364,Kahlua,1.75L,17035,PERNOD RICARD USA          ,10503,2024-06-02,2024-06-08,2024-06-16,2024-07-25,23.07,3,69.21,1
38_GOULCREST_40559,38,40559,McManis Cab Svgn Cal,750mL,653,STATE WINE & SPIRITS   ,12121,2024-09-15,2024-09-21,2024-09-30,2024-11-02,7.23,11,79.53,2
78_EASTHAVEN_408,78,408,Wild Turkey American Honey,750mL,11567,CAMPARI AMERICA            ,12502,2024-10-07,2024-10-10,2024-10-22,2024-11-21,12.97,12,155.64,1
60_IRRAGIN_6651,60,6651,Rocca Delle Macie Chianti C,750mL,6785,PALM BAY INTERNATIONAL INC ,12158,2024-09-18,2024-09-27,2024-10-07,2024-11-19,7.79,12,93.48,2
51_ABERDEEN_3405,51,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,9481,2024-03-23,2024-04-01,2024-04-04,2024-05-05,23.19,63,1460.97,1
13_TARMSWORTH_6967,13,6967,Santa Margherita Pnt Grigio,750mL,4425,MARTIGNETTI COMPANIES,13652,2024-12-23,2024-12-28,2025-01-09,2025-02-18,11.89,12,142.68,2
10_HORNSEY_782,10,782,Remy Martin 1738 Accord Ryl,750mL,7239,REMY COINTREAU USA INC     ,9123,2024-02-28,2024-03-08,2024-03-22,2024-04-16,35.15,4,140.6,1
62_KILMARNOCK_4262,62,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,11996,2024-09-07,2024-09-14,2024-09-21,2024-10-25,11.19,11,123.09,1
75_BARNCOMBE_1380,75,1380,Bulleit 95 Rye,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12149,2024-09-18,2024-09-29,2024-10-08,2024-11-07,34.05,6,204.3,1
61_AETHELNEY_2494,61,2494,Crown Royal Regal Apple,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11329,2024-07-24,2024-08-03,2024-08-16,2024-09-14,31.0,6,186.0,1
55_DRY GULCH_23886,55,23886,Cycles Gladiator Chard,750mL,10754,PERFECTA WINES             ,9038,2024-02-22,2024-03-02,2024-03-13,2024-04-10,6.45,12,77.4,2
60_IRRAGIN_14539,60,14539,Dom de Dionysos La Deveze,750mL,4425,MARTIGNETTI COMPANIES,13243,2024-11-27,2024-12-08,2024-12-16,2025-01-19,10.06,12,120.72,2
64_CESTERFIELD_11828,64,11828,Cupcake Svgn Bl,750mL,9815,WINE GROUP INC             ,10256,2024-05-16,2024-05-26,2024-06-05,2024-07-12,3.97,17,67.49,2
1_HARDERSFIELD_21019,1,21019,Black Box Pnt Nr,3L,1392,CONSTELLATION BRANDS INC   ,10986,2024-06-30,2024-07-08,2024-07-17,2024-08-27,10.66,6,63.96,2
40_BULLMAR_31866,40,31866,F Coppola Diamond Merlot,750mL,2000,SOUTHERN WINE & SPIRITS NE ,10164,2024-05-10,2024-05-19,2024-05-25,2024-07-03,9.03,12,108.36,2
33_HORNSEY_3726,33,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,13152,2024-11-21,2024-11-29,2024-12-11,2025-01-08,3.78,9,34.02,1
22_SHARNWICK_5758,22,5758,1800 Ultimate Margarita RTD,1.75L,7245,PROXIMO SPIRITS INC.       ,13617,2024-12-21,2024-12-30,2025-01-10,2025-02-10,13.33,6,79.98,1
76_DONCASTER_5365,76,5365,Kahlua,750mL,17035,PERNOD RICARD USA          ,12819,2024-10-28,2024-11-03,2024-11-13,2024-12-13,14.84,5,74.2,1
32_MOUNTMEND_3545,32,3545,Ketel One Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11028,2024-07-03,2024-07-13,2024-07-26,2024-08-18,21.89,16,350.24,1
74_PAENTMARWY_3243,74,3243,Burnetts Vodka,1.75L,3924,HEAVEN HILL DISTILLERIES   ,13633,2024-12-22,2024-12-30,2025-01-09,2025-02-13,8.26,22,181.72,1
34_PITMERDEN_25649,34,25649,De Loach Chard Cal,750mL,4425,MARTIGNETTI COMPANIES,10757,2024-06-20,2024-06-27,2024-07-07,2024-08-21,6.84,12,82.08,2
20_BREDWARDINE_896,20,896,Rumpleminze,Liter,3960,DIAGEO NORTH AMERICA INC   ,11794,2024-08-24,2024-08-31,2024-09-09,2024-10-06,18.6,24,446.4,1
20_BREDWARDINE_7341,20,7341,Smirnoff Watermelon,50mL,3960,DIAGEO NORTH AMERICA INC   ,12044,2024-09-11,2024-09-19,2024-09-29,2024-11-13,0.75,118,88.5,1
65_LUTON_4563,65,4563,Christian Bros Brandy,1.75L,3924,HEAVEN HILL DISTILLERIES   ,11349,2024-07-25,2024-08-03,2024-08-16,2024-09-11,12.14,5,60.7,1
76_DONCASTER_24757,76,24757,Domain Drouhin Pnt Nr Ore,750mL,4425,MARTIGNETTI COMPANIES,10247,2024-05-16,2024-05-26,2024-06-07,2024-07-05,26.45,6,158.7,2
20_BREDWARDINE_2299,20,2299,J Seeds Apple Cider Whiskey,50mL,9165,ULTRA BEVERAGE COMPANY LLP ,10444,2024-05-29,2024-06-08,2024-06-20,2024-07-18,0.79,117,92.43,1
49_GARIGILL_3158,49,3158,Pinnacle Tropical Punch,1.75L,12546,JIM BEAM BRANDS COMPANY    ,11227,2024-07-17,2024-07-27,2024-08-01,2024-09-17,12.77,6,76.62,1
73_DONCASTER_22583,73,22583,Cambria Julias Vyd Pnt Nr,750mL,9552,M S WALKER INC             ,8553,2024-01-20,2024-01-29,2024-02-01,2024-03-13,13.6,12,163.2,2
6_GOULCREST_1767,6,1767,Buffalo Trace Bourbon,750mL,8004,SAZERAC CO INC             ,9512,2024-03-25,2024-04-01,2024-04-12,2024-05-15,19.37,5,96.85,1
68_SOLARIS_2254,68,2254,Canadian Club Triple Aged,750mL,12546,JIM BEAM BRANDS COMPANY    ,9708,2024-04-08,2024-04-13,2024-04-20,2024-05-21,10.31,9,92.79,1
44_PORTHCRAWL_3405,44,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,13362,2024-12-05,2024-12-13,2024-12-26,2025-01-23,23.19,9,208.71,1
23_ARBINGTON_31454,23,31454,Foxhorn SE Chard Australia,1.5L,9815,WINE GROUP INC             ,8285,2023-12-31,2024-01-07,2024-01-18,2024-02-23,4.79,6,28.74,2
50_MOUNTMEND_6526,50,6526,Peter Lehmann Shiraz,750mL,4425,MARTIGNETTI COMPANIES,9104,2024-02-26,2024-03-03,2024-03-13,2024-04-13,5.29,6,31.74,2
58_HARTLEPOOL_3234,58,3234,Hendrick's Gin,1.75L,3664,WILLIAM GRANT & SONS INC   ,8233,2023-12-28,2024-01-05,2024-01-14,2024-02-12,45.92,6,275.52,1
17_OLDHAM_4349,17,4349,Sauza Blue Silver,750mL,12546,JIM BEAM BRANDS COMPANY    ,11416,2024-07-29,2024-08-04,2024-08-16,2024-09-10,12.11,6,72.66,1
66_EANVERNESS_1239,66,1239,Booker's Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,13557,2024-12-18,2024-12-29,2025-01-04,2025-02-17,39.99,1,39.99,1
76_DONCASTER_482,76,482,Absolut 80 Proof,Liter,17035,PERNOD RICARD USA          ,11552,2024-08-08,2024-08-15,2024-08-29,2024-09-28,14.28,8,114.24,1
75_BARNCOMBE_4174,75,4174,Kraken Black Spiced Rum,1.75L,7245,PROXIMO SPIRITS INC.       ,13170,2024-11-22,2024-12-01,2024-12-05,2025-01-19,21.59,5,107.95,1
33_HORNSEY_3650,33,3650,Patron Silver Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,12378,2024-09-28,2024-10-03,2024-10-15,2024-11-21,33.81,11,371.91,1
34_PITMERDEN_4979,34,4979,Patron Silver Tequila,Liter,9165,ULTRA BEVERAGE COMPANY LLP ,11185,2024-07-13,2024-07-22,2024-07-30,2024-08-30,57.14,5,285.7,1
76_DONCASTER_3746,76,3746,Gordons Vodka 80 Proof,1.75L,3960,DIAGEO NORTH AMERICA INC   ,10700,2024-06-16,2024-06-23,2024-06-29,2024-08-09,8.52,30,255.6,1
14_BROMWICH_8590,14,8590,Arrow Peppermint Schnapps,750mL,8352,LUXCO INC                  ,13613,2024-12-21,2024-12-26,2025-01-04,2025-02-02,5.07,11,55.77,1
76_DONCASTER_1376,76,1376,Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,11464,2024-08-02,2024-08-08,2024-08-22,2024-09-22,16.29,39,635.31,1
23_ARBINGTON_821,23,821,Grand Marnier,Liter,8112,MOET HENNESSY USA INC      ,10301,2024-05-19,2024-05-26,2024-06-05,2024-07-14,27.99,11,307.89,1
38_GOULCREST_46379,38,46379,Ghost Pine Cab Svgn LMartini,750mL,3252,E & J GALLO WINERY         ,11924,2024-09-02,2024-09-06,2024-09-20,2024-10-20,9.39,20,187.8,2
60_IRRAGIN_2973,60,2973,Eagle Rare Single Barrel Bo,750mL,8004,SAZERAC CO INC             ,9594,2024-03-31,2024-04-08,2024-04-15,2024-05-12,19.85,3,59.55,1
77_TAMWORTH_40425,77,40425,Mionetto Prosecco Brut,750mL,9552,M S WALKER INC             ,8216,2023-12-27,2024-01-07,2024-01-12,2024-02-23,6.42,45,288.9,2
28_LARNWICK_3842,28,3842,Barton Vodka,Liter,660,SAZERAC NORTH AMERICA INC. ,12734,2024-10-23,2024-10-31,2024-11-14,2024-12-11,4.39,12,52.68,1
69_MOUNTMEND_11219,69,11219,Josh Cellars Cab Svgn Sonoma,750mL,4425,MARTIGNETTI COMPANIES,10757,2024-06-20,2024-06-29,2024-07-07,2024-08-21,8.44,14,118.16,2
38_GOULCREST_2752,38,2752,Johnnie Walker Black Label,750mL,3960,DIAGEO NORTH AMERICA INC   ,8310,2024-01-03,2024-01-13,2024-01-19,2024-02-23,26.31,11,289.41,1
25_CAERSHIRE_3500,25,3500,Tito's Handmade Vodka,50mL,4425,MARTIGNETTI COMPANIES,13362,2024-12-05,2024-12-13,2024-12-26,2025-01-23,1.07,47,50.29,1
76_DONCASTER_8057,76,8057,Corazon de Agave Blanco,750mL,8004,SAZERAC CO INC             ,9512,2024-03-25,2024-03-29,2024-04-12,2024-05-15,18.37,6,110.22,1
59_CLAETHORPES_5382,59,5382,Ice 101 Peppermint Schnapps,750mL,8004,SAZERAC CO INC             ,10109,2024-05-06,2024-05-11,2024-05-23,2024-06-25,9.44,12,113.28,1
44_PORTHCRAWL_2834,44,2834,Old Smuggler P E T,1.75L,8320,SHAW ROSS INT L IMP LTD    ,11501,2024-08-04,2024-08-12,2024-08-23,2024-09-26,12.3,6,73.8,1
66_EANVERNESS_19748,66,19748,Clos du Bois Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,13121,2024-11-18,2024-11-25,2024-12-01,2024-12-29,9.2,3,27.6,2
66_EANVERNESS_19748,66,19748,Clos du Bois Chard,1.5L,1392,CONSTELLATION BRANDS INC   ,13319,2024-12-02,2024-12-05,2024-12-18,2025-01-28,9.2,5,46.0,2
7_STANMORE_33149,7,33149,Alamos Ridge Malbec Mendoza,750mL,3252,E & J GALLO WINERY         ,12151,2024-09-18,2024-09-29,2024-10-04,2024-11-14,4.79,1,4.79,2
34_PITMERDEN_15085,34,15085,Franzia Tap Pnt Grigio,5L,9815,WINE GROUP INC             ,12012,2024-09-07,2024-09-12,2024-09-25,2024-10-28,11.99,3,35.97,2
39_EASTHALLOW_41034,39,41034,Menage a Trois Red,750mL,8892,TRINCHERO FAMILY ESTATES   ,11919,2024-09-01,2024-09-08,2024-09-12,2024-10-20,5.26,10,52.6,2
31_HORNSEY_14706,31,14706,Cupcake Prosecco,750mL,9815,WINE GROUP INC             ,11339,2024-07-24,2024-08-04,2024-08-15,2024-09-25,4.6,12,55.2,2
72_HARDERSFIELD_6855,72,6855,Midnight Moon Apple Pie,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,13202,2024-11-23,2024-11-28,2024-12-08,2025-01-08,15.19,6,91.14,1
14_BROMWICH_35414,14,35414,Yellow Tail Shiraz Ausl,1.5L,4425,MARTIGNETTI COMPANIES,11435,2024-07-31,2024-08-08,2024-08-16,2024-10-02,6.13,3,18.39,2
77_TAMWORTH_11826,77,11826,Cupcake Chard,750mL,9815,WINE GROUP INC             ,8455,2024-01-12,2024-01-21,2024-01-27,2024-03-12,4.72,12,56.64,2
76_DONCASTER_10254,76,10254,Beringer Classic Chard,750mL,9819,TREASURY WINE ESTATES      ,10611,2024-06-09,2024-06-15,2024-06-21,2024-07-29,3.37,15,50.55,2
10_HORNSEY_3747,10,3747,Gordons Vodka Traveler,750mL,3960,DIAGEO NORTH AMERICA INC   ,8721,2024-02-01,2024-02-09,2024-02-17,2024-03-20,5.18,11,56.98,1
33_HORNSEY_40096,33,40096,Black Box Cab Svgn,3L,1392,CONSTELLATION BRANDS INC   ,13486,2024-12-13,2024-12-23,2024-12-28,2025-02-12,10.52,1,10.52,2
64_CESTERFIELD_3314,64,3314,El Jimador Blanco Tequila,1.75L,1128,BROWN-FORMAN CORP          ,11208,2024-07-15,2024-07-19,2024-08-02,2024-09-09,19.28,6,115.68,1
43_WOLFORD_8504,43,8504,R M Woodbridge Cab Svgn Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,10736,2024-06-19,2024-06-29,2024-07-08,2024-08-20,5.84,6,35.04,2
53_HILLFAR_28947,53,28947,R M Woodbridge Merlot Cal,1.5L,1392,CONSTELLATION BRANDS INC   ,10190,2024-05-12,2024-05-18,2024-05-27,2024-06-26,5.91,6,35.46,2
24_PALPERROTH_6854,24,6854,Carlo Rossi Burgundy Calif,4L,3252,E & J GALLO WINERY         ,10953,2024-06-28,2024-07-07,2024-07-13,2024-08-14,9.86,3,29.58,2
14_BROMWICH_1388,14,1388,Red Stag by Jim Beam,1.75L,12546,JIM BEAM BRANDS COMPANY    ,9087,2024-02-25,2024-02-29,2024-03-07,2024-04-14,19.22,6,115.32,1
7_STANMORE_27350,7,27350,Almaden Cab Svgn Cal B/B,5L,9815,WINE GROUP INC             ,8876,2024-02-10,2024-02-19,2024-02-23,2024-04-05,10.8,5,54.0,2
9_BLACKPOOL_3899,9,3899,Platinum 7X Distilled Vodka,375mL,8004,SAZERAC CO INC             ,8561,2024-01-20,2024-01-25,2024-02-01,2024-03-15,2.2,21,46.2,1
33_HORNSEY_1233,33,1233,Jack Daniels No 7 Black,1.75L,1128,BROWN-FORMAN CORP          ,9521,2024-03-27,2024-04-08,2024-04-15,2024-05-23,26.27,2,52.54,1
73_DONCASTER_27361,73,27361,Borsao Campo de Borja Red,750mL,9552,M S WALKER INC             ,11550,2024-08-08,2024-08-15,2024-08-29,2024-09-30,5.99,12,71.88,2
38_GOULCREST_11499,38,11499,C Krug Cab Svgn,750mL,2000,SOUTHERN WINE & SPIRITS NE ,11949,2024-09-04,2024-09-15,2024-09-26,2024-10-31,18.24,11,200.64,2
66_EANVERNESS_8537,66,8537,Dom Chandon Brut Cuvee,750mL,8112,MOET HENNESSY USA INC      ,8407,2024-01-10,2024-01-20,2024-01-28,2024-03-13,9.39,12,112.68,2
78_EASTHAVEN_1239,78,1239,Booker's Bourbon,750mL,12546,JIM BEAM BRANDS COMPANY    ,12028,2024-09-09,2024-09-15,2024-09-21,2024-11-03,39.99,3,119.97,1
10_HORNSEY_23095,10,23095,Glen Ellen Cab Svgn RSV,1.5L,9815,WINE GROUP INC             ,9599,2024-03-31,2024-04-05,2024-04-13,2024-05-26,4.76,2,9.52,2
38_GOULCREST_8437,38,8437,Maestro Dobel Diamond Tequla,750mL,7245,PROXIMO SPIRITS INC.       ,8595,2024-01-22,2024-01-25,2024-02-09,2024-03-13,26.31,6,157.86,1
55_DRY GULCH_4264,55,4264,Capt Morgan Spiced Rum Trav,750mL,3960,DIAGEO NORTH AMERICA INC   ,12044,2024-09-11,2024-09-20,2024-09-29,2024-11-13,11.53,12,138.36,1
59_CLAETHORPES_39593,59,39593,Redwood Creek Pnt Nr Cal,1.5L,3252,E & J GALLO WINERY         ,11248,2024-07-18,2024-07-27,2024-08-09,2024-09-01,6.33,4,25.32,2
4_EANVERNESS_3405,4,3405,Tito's Handmade Vodka,1.75L,4425,MARTIGNETTI COMPANIES,9973,2024-04-27,2024-05-04,2024-05-11,2024-06-24,23.19,16,371.04,1
15_WANBORNE_3326,15,3326,Jenkins Gin,1.75L,9552,M S WALKER INC             ,12697,2024-10-20,2024-10-27,2024-11-01,2024-12-05,7.36,6,44.16,1
1_HARDERSFIELD_3427,1,3427,Stolichnaya Blueberi,1.75L,8664,"STOLI GROUP,(USA) LLC      ",12022,2024-09-08,2024-09-12,2024-09-27,2024-10-22,17.85,6,107.1,1
69_MOUNTMEND_8023,69,8023,DeKuyper Triple Sec,750mL,12546,JIM BEAM BRANDS COMPANY    ,11755,2024-08-22,2024-08-30,2024-09-10,2024-10-13,3.28,21,68.88,1
42_BLACK HOLLOW_25524,42,25524,Z Alexander Brown Uncaged Ca,750mL,2242,DELICATO VINEYARDS INC     ,12165,2024-09-19,2024-09-28,2024-10-07,2024-11-11,13.24,12,158.88,2
38_GOULCREST_17293,38,17293,Defesa Branco White Alentejo,750mL,90010,VINEXTRA INC               ,9560,2024-03-29,2024-04-07,2024-04-12,2024-05-24,8.44,6,50.64,2
73_DONCASTER_1282,73,1282,Small Batch 1792,750mL,660,SAZERAC NORTH AMERICA INC. ,9663,2024-04-05,2024-04-13,2024-04-22,2024-06-05,18.7,6,112.2,1
61_AETHELNEY_8072,61,8072,Taittinger Brut La Francais,750mL,4692,KOBRAND CORPORATION        ,10133,2024-05-09,2024-05-20,2024-05-26,2024-07-05,24.99,6,149.94,2
60_IRRAGIN_1760,60,1760,William Grant Scotch,1.75L,3664,WILLIAM GRANT & SONS INC   ,9998,2024-04-28,2024-05-02,2024-05-11,2024-06-19,19.69,6,118.14,1
7_STANMORE_4227,7,4227,Bacardi Superior Rum Trav,1.75L,480,BACARDI USA INC            ,10550,2024-06-06,2024-06-17,2024-06-27,2024-08-05,14.17,14,198.38,1
25_CAERSHIRE_41252,25,41252,Beringer Classic Pnt Grigio,1.5L,9819,TREASURY WINE ESTATES      ,10408,2024-05-26,2024-06-03,2024-06-08,2024-07-17,5.13,5,25.65,2
71_CLARCTON_4262,71,4262,Capt Morgan Spiced Rum,750mL,3960,DIAGEO NORTH AMERICA INC   ,8271,2023-12-31,2024-01-04,2024-01-14,2024-02-11,11.19,11,123.09,1
6_GOULCREST_29169,6,29169,Franzia Tap Merlot,5L,9815,WINE GROUP INC             ,11138,2024-07-10,2024-07-22,2024-07-27,2024-09-04,10.88,4,43.52,2
71_CLARCTON_4179,71,4179,Bacardi Dragon Berry Rum,1.75L,480,BACARDI USA INC            ,9929,2024-04-25,2024-05-02,2024-05-16,2024-06-20,15.14,4,60.56,1
30_CULCHETH_17073,30,17073,Tomaiolo Pinot Grigio,750mL,7153,PINE STATE TRADING CO      ,12032,2024-09-09,2024-09-13,2024-09-19,2024-10-23,6.84,12,82.08,2
35_HALIVAARA_6651,35,6651,Rocca Delle Macie Chianti C,750mL,6785,PALM BAY INTERNATIONAL INC ,10283,2024-05-18,2024-05-26,2024-06-05,2024-07-01,7.79,12,93.48,2
65_LUTON_1233,65,1233,Jack Daniels No 7 Black,1.75L,1128,BROWN-FORMAN CORP          ,11109,2024-07-08,2024-07-13,2024-07-22,2024-09-01,26.27,11,288.97,1
38_GOULCREST_15321,38,15321,Blufeld Rsl,750mL,1392,CONSTELLATION BRANDS INC   ,11883,2024-08-31,2024-09-08,2024-09-14,2024-10-30,5.99,12,71.88,2
73_DONCASTER_2663,73,2663,Dewars White Label,1.75L,480,BACARDI USA INC            ,11341,2024-07-25,2024-08-05,2024-08-11,2024-09-15,21.42,2,42.84,1
64_CESTERFIELD_16458,64,16458,Gerard Bertrand Corbieres Ro,750mL,9552,M S WALKER INC             ,9877,2024-04-20,2024-04-28,2024-05-10,2024-06-07,8.55,12,102.6,2
15_WANBORNE_14622,15,14622,La Marca Prosecco,750mL,3252,E & J GALLO WINERY         ,10084,2024-05-05,2024-05-13,2024-05-16,2024-06-29,8.66,22,190.52,2
31_HORNSEY_3444,31,3444,Hornitos Plata Tequila,1.75L,12546,JIM BEAM BRANDS COMPANY    ,11227,2024-07-17,2024-07-28,2024-08-01,2024-09-17,29.13,5,145.65,1
8_ALNERWICK_3545,8,3545,Ketel One Vodka,1.75L,3960,DIAGEO NORTH AMERICA INC   ,12841,2024-10-31,2024-11-10,2024-11-14,2024-12-27,21.89,20,437.8,1
65_LUTON_3489,65,3489,Tanqueray,1.75L,3960,DIAGEO NORTH AMERICA INC   ,11191,2024-07-14,2024-07-20,2024-08-01,2024-09-07,20.73,5,103.65,1
67_EANVERNESS_8131,67,8131,Lillet White French Aperiti,750mL,17035,PERNOD RICARD USA          ,13194,2024-11-23,2024-11-29,2024-12-09,2025-01-09,10.38,12,124.56,2
41_LARNWICK_6579,41,6579,J Lohr Riverstone Chard,750mL,4425,MARTIGNETTI COMPANIES,13091,2024-11-16,2024-11-21,2024-12-05,2025-01-11,5.8,3,17.4,2
25_CAERSHIRE_2585,25,2585,Jameson Irish Whiskey,750mL,17035,PERNOD RICARD USA          ,13437,2024-12-09,2024-12-14,2024-12-19,2025-01-27,16.42,9,147.78,1
17_OLDHAM_4683,17,4683,Hennessy VS Cognac,50mL,8112,MOET HENNESSY USA INC      ,11197,2024-07-14,2024-07-21,2024-08-01,2024-09-07,2.96,12,35.52,1
39_EASTHALLOW_6681,39,6681,Cakebread Svgn Bl,750mL,4692,KOBRAND CORPORATION        ,11011,2024-07-01,2024-07-08,2024-07-12,2024-08-23,15.89,12,190.68,2
64_CESTERFIELD_16877,64,16877,Ninety+Cellars Lot 53 Cab Sv,750mL,4950,LATITUDE BEVERAGE COMPANY  ,10768,2024-06-21,2024-06-27,2024-07-10,2024-08-09,6.16,12,73.92,2
53_HILLFAR_4261,53,4261,Capt Morgan Spiced Rum,1.75L,3960,DIAGEO NORTH AMERICA INC   ,13487,2024-12-13,2024-12-19,2024-12-29,2025-02-06,16.17,3,48.51,1
73_DONCASTER_31231,73,31231,Nobilo Svgn Bl MarlborougH,750mL,1392,CONSTELLATION BRANDS INC   ,10394,2024-05-26,2024-05-31,2024-06-09,2024-07-20,6.49,12,77.88,2
1_HARDERSFIELD_2122,1,2122,Canadian Club 1858,750mL,12546,JIM BEAM BRANDS COMPANY    ,8330,2024-01-04,2024-01-15,2024-01-20,2024-02-19,7.8,12,93.6,1
14_BROMWICH_5251,14,5251,DeKuyper Buttershots Schnpps,50mL,12546,JIM BEAM BRANDS COMPANY    ,12523,2024-10-09,2024-10-17,2024-10-30,2024-12-06,0.72,109,78.48,1
59_CLAETHORPES_31971,59,31971,Trinchero Main St Cab Svgn,750mL,8892,TRINCHERO FAMILY ESTATES   ,13461,2024-12-11,2024-12-21,2024-12-27,2025-01-27,5.99,12,71.88,2
50_MOUNTMEND_4698,50,4698,Metaxa 5 Star,750mL,7239,REMY COINTREAU USA INC     ,11576,2024-08-09,2024-08-17,2024-08-23,2024-09-29,10.38,8,83.04,2
33_HORNSEY_2623,33,2623,Ballantines,1.75L,17035,PERNOD RICARD USA          ,9156,2024-03-01,2024-03-08,2024-03-17,2024-04-30,18.24,6,109.44,1
1_HARDERSFIELD_6983,1,6983,J Lohr Seven Oaks Cab Svgn,750mL,4425,MARTIGNETTI COMPANIES,13214,2024-11-24,2024-11-29,2024-12-13,2025-01-07,8.27,12,99.24,2
53_HILLFAR_7878,53,7878,Allens Coffee Brandy,1.75L,9552,M S WALKER INC             ,9877,2024-04-20,2024-04-27,2024-05-10,2024-06-07,9.99,5,49.95,1
76_DONCASTER_26456,76,26456,Ravenswood Vntnrs Blnd Chard,750mL,1392,CONSTELLATION BRANDS INC   ,12077,2024-09-13,2024-09-19,2024-10-01,2024-10-27,4.5,17,76.5,2
34_PITMERDEN_20447,34,20447,Barefoot Bubbly Pink Moscato,187mL 4 Pk,3252,E & J GALLO WINERY         ,11413,2024-07-29,2024-08-04,2024-08-08,2024-09-21,6.53,6,39.18,2
64_CESTERFIELD_4785,64,4785,Remy Martin XO Excellence,375mL,7239,REMY COINTREAU USA INC     ,13076,2024-11-15,2024-11-22,2024-12-01,2025-01-15,53.95,12,647.4,1
55_DRY GULCH_37849,55,37849,Darioush Cab Svgn,750mL,17033,SEA BREEZE CELLARS LLC     ,8702,2024-01-29,2024-02-05,2024-02-16,2024-03-16,62.06,6,372.36,2
12_LEESIDE_5090,12,5090,El Charro Silver Tequila,750mL,8004,SAZERAC CO INC             ,11577,2024-08-09,2024-08-16,2024-08-24,2024-09-27,10.23,12,122.76,1
54_GUTHRAM_43920,54,43920,Farnum Hill Semi-Dry Cider,750mL,90027,POVERTY LANE ORCHARDS      ,13309,2024-12-01,2024-12-09,2024-12-14,2025-01-12,8.05,12,96.6,2
6_GOULCREST_24325,6,24325,La Crema Chard Sonoma Cst,750mL,10000,MAJESTIC FINE WINES        ,11674,2024-08-16,2024-08-24,2024-09-06,2024-10-08,10.88,11,119.68,2
60_IRRAGIN_5270,60,5270,Southern Comfort,50mL,1128,BROWN-FORMAN CORP          ,8358,2024-01-06,2024-01-14,2024-01-26,2024-02-18,1.55,10,15.5,1
23_ARBINGTON_3726,23,3726,Gilbeys Vodka Traveler,750mL,12546,JIM BEAM BRANDS COMPANY    ,12222,2024-09-22,2024-09-29,2024-10-04,2024-11-03,3.78,11,41.58,1
77_TAMWORTH_2164,77,2164,New Amsterdam Gin,1.75L,3252,E & J GALLO WINERY         ,11796,2024-08-24,2024-08-30,2024-09-08,2024-10-07,12.14,5,60.7,1
21_BALERNO_8678,21,8678,Banfi Chianti Clsc RSV,750mL,516,BANFI PRODUCTS CORP        ,8402,2024-01-10,2024-01-21,2024-02-01,2024-03-09,9.32,11,102.52,2
64_CESTERFIELD_6479,64,6479,Clos du Bois Chard,750mL,1392,CONSTELLATION BRANDS INC   ,11793,2024-08-24,2024-08-30,2024-09-13,2024-10-08,5.95,6,35.7,2
38_GOULCREST_934,38,934,Tanteo Jalapeno Tequila,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,13369,2024-12-05,2024-12-15,2024-12-19,2025-02-04,26.08,5,130.4,1
1_HARDERSFIELD_2589,1,2589,Jameson Irish Whiskey,1.75L,17035,PERNOD RICARD USA          ,9156,2024-03-01,2024-03-09,2024-03-17,2024-04-30,30.76,2,61.52,1
76_DONCASTER_15478,76,15478,Vietti Barbera D'Asti Vigne,750mL,9552,M S WALKER INC             ,11756,2024-08-22,2024-08-30,2024-09-13,2024-10-08,12.49,12,149.88,2
76_DONCASTER_8258,76,8258,Campari,750mL,11567,CAMPARI AMERICA            ,11687,2024-08-17,2024-08-23,2024-09-01,2024-10-12,21.05,10,210.5,1
66_EANVERNESS_5299,66,5299,Southern Comfort,1.75L,8004,SAZERAC CO INC             ,11695,2024-08-17,2024-08-26,2024-08-30,2024-10-10,15.26,2,30.52,1
19_WINTERVALE_24829,19,24829,Cecchi Chianti Classico,750mL,9165,ULTRA BEVERAGE COMPANY LLP ,8481,2024-01-14,2024-01-21,2024-01-29,2024-02-26,7.53,12,90.36,2
33_HORNSEY_19269,33,19269,Peter Paul Live Free or Die,750mL,10754,PERFECTA WINES             ,12474,2024-10-05,2024-10-10,2024-10-24,2024-12-02,15.64,12,187.68,2
